Round,Turnout Percent,Total Votes,Republican Votes,Republican Electoral Votes,Republican Vote Percent,Democrat Votes,Democrat Electoral Votes,Democrat Vote Percent,Independent Votes,Independent Electoral Votes,Independent Vote Percent
2342,0.7935,142473784,77964288,358,0.5472,64487812,180,0.4526,21684,0,0.0002
2343,0.6670,119770512,62072256,339,0.5183,57687167,199,0.4816,11089,0,0.0001
2344,0.8359,150085326,76185297,297,0.5076,73900029,241,0.4924,0,0,0.0000
2345,0.7847,140892503,65678591,262,0.4662,68890806,276,0.4890,6323106,0,0.0449
2346,0.6453,115855225,54496891,262,0.4704,59395886,276,0.5127,1962448,0,0.0169
2347,0.6176,110876699,54474697,262,0.4913,56402002,276,0.5087,0,0,0.0000
2348,0.7175,128812665,63157374,262,0.4903,65649939,276,0.5097,5352,0,0.0000
2349,0.8743,156977271,71811609,166,0.4575,85109930,372,0.5422,55732,0,0.0004
2350,0.8805,158086736,66574738,193,0.4211,78581933,345,0.4971,12930065,0,0.0818
2351,0.7371,132336752,62662751,339,0.4735,57179761,199,0.4321,12494240,0,0.0944
2352,0.6302,113142479,50671163,262,0.4479,51549224,276,0.4556,10922092,0,0.0965
2353,0.6000,107727529,46833982,156,0.4347,60893547,382,0.5653,0,0,0.0000
2354,0.7559,135729178,67206228,358,0.4951,54794630,180,0.4037,13728320,0,0.1011
2355,0.6703,120354181,62172316,329,0.5166,58149395,209,0.4832,32470,0,0.0003
2356,0.7434,133456934,63172407,262,0.4734,67604614,276,0.5066,2679913,0,0.0201
2357,0.6520,117057631,58895225,314,0.5031,55229535,224,0.4718,2932871,0,0.0251
2358,0.7950,142720043,63446354,166,0.4446,79156664,372,0.5546,117025,0,0.0008
2359,0.6256,112334771,46232464,166,0.4116,56693274,372,0.5047,9409033,0,0.0838
2360,0.7542,135411130,59668500,297,0.4406,57218240,241,0.4226,18524390,0,0.1368
2361,0.8777,157584896,73756646,354,0.4680,61840872,184,0.3924,21987378,0,0.1395
2362,0.8844,158796005,67951560,156,0.4279,90801961,382,0.5718,42484,0,0.0003
2363,0.7899,141828980,68011423,262,0.4795,73800892,276,0.5204,16665,0,0.0001
2364,0.7476,134232278,63364377,262,0.4721,68155218,276,0.5077,2712683,0,0.0202
2365,0.6173,110840863,51952646,256,0.4687,57133188,282,0.5155,1755029,0,0.0158
2366,0.8378,150437318,67044729,166,0.4457,83392589,372,0.5543,0,0,0.0000
2367,0.6197,111268767,53154541,287,0.4777,51792633,251,0.4655,6321593,0,0.0568
2368,0.6888,123692319,64209657,349,0.5191,56853254,189,0.4596,2629408,0,0.0213
2369,0.8014,143878146,74940752,354,0.5209,64179369,184,0.4461,4758025,0,0.0331
2370,0.8035,144267456,67988188,193,0.4713,76274799,345,0.5287,4469,0,0.0000
2371,0.6821,122447770,54571466,262,0.4457,59260675,276,0.4840,8615629,0,0.0704
2372,0.8699,156171937,74683775,262,0.4782,80913614,276,0.5181,574548,0,0.0037
2373,0.7808,140194484,74746022,354,0.5332,64740697,184,0.4618,707765,0,0.0050
2374,0.6870,123340365,55583192,166,0.4506,67529129,372,0.5475,228044,0,0.0018
2375,0.7004,125756392,62660347,262,0.4983,62686364,276,0.4985,409681,0,0.0033
2376,0.8230,147776802,76948402,349,0.5207,70044785,189,0.4740,783615,0,0.0053
2377,0.7846,140865511,56578336,193,0.4016,64744382,345,0.4596,19542793,0,0.1387
2378,0.8633,154999842,69799460,166,0.4503,85200382,372,0.5497,0,0,0.0000
2379,0.7890,141657379,65602372,358,0.4631,53900749,180,0.3805,22154258,0,0.1564
2380,0.6341,113845537,55051346,262,0.4836,58794191,276,0.5164,0,0,0.0000
2381,0.7682,137924260,62770348,166,0.4551,74612088,372,0.5410,541824,0,0.0039
2382,0.6107,109635676,52574668,314,0.4795,49168255,224,0.4485,7892753,0,0.0720
2383,0.7950,142730718,60560601,193,0.4243,70597099,345,0.4946,11573018,0,0.0811
2384,0.8882,159484421,64647558,166,0.4054,83708059,372,0.5249,11128804,0,0.0698
2385,0.8745,157004342,68332747,166,0.4352,85754769,372,0.5462,2916826,0,0.0186
2386,0.8566,153790581,81332425,349,0.5289,72425595,189,0.4709,32561,0,0.0002
2387,0.7537,135325231,72225823,358,0.5337,61040936,180,0.4511,2058472,0,0.0152
2388,0.8339,149717533,61810698,209,0.4128,69989219,329,0.4675,17917616,0,0.1197
2389,0.7015,125964022,62786057,339,0.4984,57837148,199,0.4592,5340817,0,0.0424
2390,0.6047,108596389,42651639,193,0.3928,50478613,345,0.4648,15466137,0,0.1424
2391,0.7983,143319490,74372376,349,0.5189,65361507,189,0.4561,3585607,0,0.0250
2392,0.8817,158293175,61952682,193,0.3914,73623549,345,0.4651,22716944,0,0.1435
2393,0.8146,146256224,64131454,193,0.4385,74994870,345,0.5128,7129900,0,0.0487
2394,0.7082,127152220,59101362,339,0.4648,53412530,199,0.4201,14638328,0,0.1151
2395,0.7419,133193781,55166747,226,0.4142,62511820,312,0.4693,15515214,0,0.1165
2396,0.7601,136452023,68816132,310,0.5043,65615755,228,0.4809,2020136,0,0.0148
2397,0.6108,109671665,52354022,256,0.4774,57291685,282,0.5224,25958,0,0.0002
2398,0.8804,158084794,80346509,297,0.5082,77738285,241,0.4918,0,0,0.0000
2399,0.7113,127699442,67732188,354,0.5304,59951760,184,0.4695,15494,0,0.0001
2400,0.6020,108099846,51802359,262,0.4792,54029415,276,0.4998,2268072,0,0.0210
2401,0.6223,111730317,52558442,262,0.4704,57391162,276,0.5137,1780713,0,0.0159
2402,0.6239,112013693,52481805,262,0.4685,51859829,276,0.4630,7672059,0,0.0685
2403,0.6536,117355748,63065130,354,0.5374,54290618,184,0.4626,0,0,0.0000
2404,0.7229,129794877,67004281,392,0.5162,49068657,146,0.3780,13721939,0,0.1057
2405,0.7759,139306270,53539314,166,0.3843,71078292,372,0.5102,14688664,0,0.1054
2406,0.8061,144734202,67534537,193,0.4666,77194540,345,0.5334,5125,0,0.0000
2407,0.6794,121966958,61164853,262,0.5015,60783202,276,0.4984,18903,0,0.0002
2408,0.6394,114804218,55787508,262,0.4859,55342927,276,0.4821,3673783,0,0.0320
2409,0.7283,130755178,56577252,262,0.4327,56718912,276,0.4338,17459014,0,0.1335
2410,0.8304,149091888,76838844,358,0.5154,63568687,180,0.4264,8684357,0,0.0582
2411,0.8262,148328819,63944550,156,0.4311,84315355,382,0.5684,68914,0,0.0005
2412,0.7185,129004543,60366924,339,0.4679,54820117,199,0.4249,13817502,0,0.1071
2413,0.6512,116928743,53871656,339,0.4607,49018484,199,0.4192,14038603,0,0.1201
2414,0.7674,137793390,63381828,166,0.4600,74411562,372,0.5400,0,0,0.0000
2415,0.7051,126602385,61529388,262,0.4860,65027845,276,0.5136,45152,0,0.0004
2416,0.6404,114998882,61816650,358,0.5375,51148702,180,0.4448,2033530,0,0.0177
2417,0.7683,137947449,69821988,358,0.5061,55690203,180,0.4037,12435258,0,0.0901
2418,0.7510,134834281,65247986,262,0.4839,69570610,276,0.5160,15685,0,0.0001
2419,0.8230,147751348,66855131,193,0.4525,77021552,345,0.5213,3874665,0,0.0262
2420,0.6596,118419763,62765629,349,0.5300,55535673,189,0.4690,118461,0,0.0010
2421,0.7371,132342348,54940436,166,0.4151,70339800,372,0.5315,7062112,0,0.0534
2422,0.6041,108466893,58527659,380,0.5396,45000473,158,0.4149,4938761,0,0.0455
2423,0.7113,127711619,49543018,166,0.3879,65534955,372,0.5131,12633646,0,0.0989
2424,0.6660,119577973,51112906,166,0.4274,61529295,372,0.5146,6935772,0,0.0580
2425,0.8857,159019937,68404229,166,0.4302,81749095,372,0.5141,8866613,0,0.0558
2426,0.7244,130052295,55171107,166,0.4242,67150631,372,0.5163,7730557,0,0.0594
2427,0.6807,122219530,59037948,262,0.4830,63137952,276,0.5166,43630,0,0.0004
2428,0.8973,161107517,69781095,166,0.4331,82936150,372,0.5148,8390272,0,0.0521
2429,0.6879,123499641,57798741,287,0.4680,56161038,251,0.4547,9539862,0,0.0772
2430,0.7982,143311446,57393978,166,0.4005,69541266,372,0.4852,16376202,0,0.1143
2431,0.6558,117756742,59901530,297,0.5087,57833439,241,0.4911,21773,0,0.0002
2432,0.7063,126811971,58709784,262,0.4630,63070358,276,0.4974,5031829,0,0.0397
2433,0.8163,146574404,80770311,421,0.5511,58648497,117,0.4001,7155596,0,0.0488
2434,0.8759,157266189,79666762,287,0.5066,77599427,251,0.4934,0,0,0.0000
2435,0.6788,121887003,51002021,166,0.4184,65967095,372,0.5412,4917887,0,0.0403
2436,0.7277,130640483,56227263,193,0.4304,64650395,345,0.4949,9762825,0,0.0747
2437,0.7515,134934052,69230078,380,0.5131,52607145,158,0.3899,13096829,0,0.0971
2438,0.6767,121495327,62851436,329,0.5173,58244624,209,0.4794,399267,0,0.0033
2439,0.7904,141916028,68418744,262,0.4821,73497284,276,0.5179,0,0,0.0000
2440,0.8303,149065396,74994117,262,0.5031,74071279,276,0.4969,0,0,0.0000
2441,0.6572,118008921,50370168,96,0.4268,67638753,442,0.5732,0,0,0.0000
2442,0.7508,134798719,57322056,262,0.4252,62898790,276,0.4666,14577873,0,0.1081
2443,0.7056,126689145,61323711,262,0.4840,64348728,276,0.5079,1016706,0,0.0080
2444,0.8915,160065920,83790250,349,0.5235,76262220,189,0.4764,13450,0,0.0001
2445,0.6600,118491026,54315049,166,0.4584,64161007,372,0.5415,14970,0,0.0001
2446,0.7134,128095427,63976155,262,0.4994,64031122,276,0.4999,88150,0,0.0007
2447,0.8941,160520905,79408066,262,0.4947,81112839,276,0.5053,0,0,0.0000
2448,0.8050,144524199,67056315,262,0.4640,67429777,276,0.4666,10038107,0,0.0695
2449,0.7464,134005622,56892429,193,0.4246,67358913,345,0.5027,9754280,0,0.0728
2450,0.8659,155478854,77480604,349,0.4983,67667745,189,0.4352,10330505,0,0.0664
2451,0.8941,160534819,81485476,297,0.5076,79044728,241,0.4924,4615,0,0.0000
2452,0.8853,158945858,60507641,156,0.3807,81945381,382,0.5156,16492836,0,0.1038
2453,0.7060,126762638,62771617,297,0.4952,60830460,241,0.4799,3160561,0,0.0249
2454,0.8988,161364118,73465204,166,0.4553,87764729,372,0.5439,134185,0,0.0008
2455,0.6477,116293110,60155311,349,0.5173,54182873,189,0.4659,1954926,0,0.0168
2456,0.8931,160361712,78141038,262,0.4873,79021656,276,0.4928,3199018,0,0.0199
2457,0.6521,117083264,56046713,226,0.4787,61036551,312,0.5213,0,0,0.0000
2458,0.6273,112643567,61788916,380,0.5485,49343390,158,0.4380,1511261,0,0.0134
2459,0.7170,128719037,63654223,329,0.4945,58654716,209,0.4557,6410098,0,0.0498
2460,0.8772,157500307,75736735,262,0.4809,81707660,276,0.5188,55912,0,0.0004
2461,0.8249,148107404,62730642,262,0.4235,67936924,276,0.4587,17439838,0,0.1178
2462,0.6684,120005457,54937869,166,0.4578,65067588,372,0.5422,0,0,0.0000
2463,0.6648,119360234,64377967,414,0.5394,47085228,124,0.3945,7897039,0,0.0662
2464,0.7643,137226634,58639470,166,0.4273,71483212,372,0.5209,7103952,0,0.0518
2465,0.8991,161437266,79586058,310,0.4930,75062450,228,0.4650,6788758,0,0.0421
2466,0.6084,109227943,48644034,166,0.4453,60583909,372,0.5547,0,0,0.0000
2467,0.6588,118284803,59998783,310,0.5072,57446867,228,0.4857,839153,0,0.0071
2468,0.8498,152580801,61121126,256,0.4006,68528598,282,0.4491,22931077,0,0.1503
2469,0.7594,136357006,69109227,349,0.5068,62318210,189,0.4570,4929569,0,0.0362
2470,0.6521,117069313,48368410,166,0.4132,63752225,372,0.5446,4948678,0,0.0423
2471,0.8908,159931922,61824972,166,0.3866,77831521,372,0.4867,20275429,0,0.1268
2472,0.6216,111600113,52963804,329,0.4746,49140826,209,0.4403,9495483,0,0.0851
2473,0.8505,152709898,68889944,166,0.4511,81811753,372,0.5357,2008201,0,0.0132
2474,0.8881,159463702,77713244,262,0.4873,81344994,276,0.5101,405464,0,0.0025
2475,0.6110,109709887,50791493,177,0.4630,58918394,361,0.5370,0,0,0.0000
2476,0.6962,124995934,58711129,314,0.4697,55138365,224,0.4411,11146440,0,0.0892
2477,0.6002,107763661,58608957,358,0.5439,49094025,180,0.4556,60679,0,0.0006
2478,0.6068,108948634,47509534,193,0.4361,54716844,345,0.5022,6722256,0,0.0617
2479,0.7976,143209977,74899705,392,0.5230,55307093,146,0.3862,13003179,0,0.0908
2480,0.6428,115426551,50772854,262,0.4399,53218801,276,0.4611,11434896,0,0.0991
2481,0.6477,116280374,52246340,166,0.4493,63942557,372,0.5499,91477,0,0.0008
2482,0.8683,155901894,66332855,166,0.4255,82368829,372,0.5283,7200210,0,0.0462
2483,0.7163,128612768,60404600,262,0.4697,61898955,276,0.4813,6309213,0,0.0491
2484,0.8625,154851240,75622554,339,0.4884,69283199,199,0.4474,9945487,0,0.0642
2485,0.8108,145571172,85060625,421,0.5843,57930280,117,0.3980,2580267,0,0.0177
2486,0.7400,132862752,63418241,354,0.4773,54443976,184,0.4098,15000535,0,0.1129
2487,0.6506,116792826,51891421,226,0.4443,58108768,312,0.4975,6792637,0,0.0582
2488,0.7391,132693460,67242273,297,0.5067,65442654,241,0.4932,8533,0,0.0001
2489,0.8997,161531980,76614621,193,0.4743,84917359,345,0.5257,0,0,0.0000
2490,0.8446,151642424,69760627,310,0.4600,66775036,228,0.4403,15106761,0,0.0996
2491,0.6868,123320179,59495330,262,0.4824,63426582,276,0.5143,398267,0,0.0032
2492,0.7436,133509730,62614719,193,0.4690,70895011,345,0.5310,0,0,0.0000
2493,0.8757,157241064,74106559,193,0.4713,83134505,345,0.5287,0,0,0.0000
2494,0.8117,145737330,81435882,380,0.5588,63293519,158,0.4343,1007929,0,0.0069
2495,0.7703,138301128,60810079,262,0.4397,60654786,276,0.4386,16836263,0,0.1217
2496,0.7033,126265943,57892257,193,0.4585,67285981,345,0.5329,1087705,0,0.0086
2497,0.8395,150737993,80877857,358,0.5365,67167329,180,0.4456,2692807,0,0.0179
2498,0.7424,133290112,60049928,314,0.4505,55706334,224,0.4179,17533850,0,0.1315
2499,0.7808,140206279,56346354,166,0.4019,67739834,372,0.4831,16120091,0,0.1150
2500,0.8129,145951027,69150168,262,0.4738,69609153,276,0.4769,7191706,0,0.0493
2501,0.8574,153950840,69355038,262,0.4505,72197048,276,0.4690,12398754,0,0.0805
2502,0.7016,125976216,64023007,297,0.5082,61953209,241,0.4918,0,0,0.0000
2503,0.7851,140963534,65772996,193,0.4666,74729899,345,0.5301,460639,0,0.0033
2504,0.6756,121300786,60875047,339,0.5019,55687407,199,0.4591,4738332,0,0.0391
2505,0.6006,107826278,56358937,349,0.5227,50917762,189,0.4722,549579,0,0.0051
2506,0.8123,145839670,70395379,262,0.4827,75444291,276,0.5173,0,0,0.0000
2507,0.7309,131244355,64061169,287,0.4881,62490206,251,0.4761,4692980,0,0.0358
2508,0.8036,144292641,68887306,262,0.4774,74977478,276,0.5196,427857,0,0.0030
2509,0.7024,126110397,64452975,310,0.5111,61618959,228,0.4886,38463,0,0.0003
2510,0.6140,110253997,52913446,262,0.4799,57340551,276,0.5201,0,0,0.0000
2511,0.7177,128863544,54894731,166,0.4260,71774353,372,0.5570,2194460,0,0.0170
2512,0.7818,140371677,64603055,193,0.4602,75370861,345,0.5369,397761,0,0.0028
2513,0.7869,141287210,75115999,354,0.5317,66171211,184,0.4683,0,0,0.0000
2514,0.6381,114565841,52150380,166,0.4552,62411127,372,0.5448,4334,0,0.0000
2515,0.7386,132602817,66190361,310,0.4992,62912448,228,0.4744,3500008,0,0.0264
2516,0.6032,108301719,52201369,262,0.4820,55235617,276,0.5100,864733,0,0.0080
2517,0.7287,130840873,56658862,156,0.4330,74138071,382,0.5666,43940,0,0.0003
2518,0.8357,150045977,65248566,166,0.4349,84157027,372,0.5609,640384,0,0.0043
2519,0.7192,129128980,65972977,329,0.5109,61223070,209,0.4741,1932933,0,0.0150
2520,0.8735,156824892,77613922,329,0.4949,71767050,209,0.4576,7443920,0,0.0475
2521,0.8179,146857377,67194670,166,0.4576,79647040,372,0.5423,15667,0,0.0001
2522,0.6036,108384480,48978945,329,0.4519,44917562,209,0.4144,14487973,0,0.1337
2523,0.7539,135359088,57693767,262,0.4262,62949686,276,0.4651,14715635,0,0.1087
2524,0.7716,138542214,70360159,297,0.5079,68182055,241,0.4921,0,0,0.0000
2525,0.8419,151151837,70086287,262,0.4637,74666063,276,0.4940,6399487,0,0.0423
2526,0.7437,133535460,54879795,166,0.4110,68433705,372,0.5125,10221960,0,0.0765
2527,0.8861,159091336,64813172,96,0.4074,90572509,442,0.5693,3705655,0,0.0233
2528,0.6485,116426666,50345924,166,0.4324,61381324,372,0.5272,4699418,0,0.0404
2529,0.6057,108745127,56215633,349,0.5169,50676269,189,0.4660,1853225,0,0.0170
2530,0.6807,122222090,60880681,349,0.4981,53997872,189,0.4418,7343537,0,0.0601
2531,0.8374,150342441,55594135,58,0.3698,90930782,480,0.6048,3817524,0,0.0254
2532,0.7352,131996032,58412579,281,0.4425,56763702,257,0.4300,16819751,0,0.1274
2533,0.6508,116851497,59880830,329,0.5125,55714391,209,0.4768,1256276,0,0.0108
2534,0.6944,124670993,64817897,339,0.5199,59837573,199,0.4800,15523,0,0.0001
2535,0.6170,110767624,54621992,354,0.4931,46687028,184,0.4215,9458604,0,0.0854
2536,0.8993,161459809,83340335,349,0.5162,75806086,189,0.4695,2313388,0,0.0143
2537,0.6496,116635424,51360767,193,0.4404,60574507,345,0.5193,4700150,0,0.0403
2538,0.8563,153739834,69712981,262,0.4534,75219978,276,0.4893,8806875,0,0.0573
2539,0.7247,130130582,58932047,297,0.4529,56350349,241,0.4330,14848186,0,0.1141
2540,0.7593,136314917,65224685,297,0.4785,62558354,241,0.4589,8531878,0,0.0626
2541,0.8564,153753310,60802455,96,0.3955,85392229,442,0.5554,7558626,0,0.0492
2542,0.8485,152339407,71549218,193,0.4697,80753495,345,0.5301,36694,0,0.0002
2543,0.7062,126809705,61158569,287,0.4823,59376253,251,0.4682,6274883,0,0.0495
2544,0.8489,152422077,90546228,453,0.5940,59235189,85,0.3886,2640660,0,0.0173
2545,0.8153,146391373,81315283,380,0.5555,65076090,158,0.4445,0,0,0.0000
2546,0.6110,109697781,51773544,262,0.4720,53277897,276,0.4857,4646340,0,0.0424
2547,0.6139,110211431,42951316,107,0.3897,60165498,431,0.5459,7094617,0,0.0644
2548,0.7718,138589059,58357749,166,0.4211,75124001,372,0.5421,5107309,0,0.0369
2549,0.7685,137977734,73620389,354,0.5336,64057464,184,0.4643,299881,0,0.0022
2550,0.7013,125928710,62252750,262,0.4943,61085205,276,0.4851,2590755,0,0.0206
2551,0.7705,138346669,61796880,262,0.4467,65494178,276,0.4734,11055611,0,0.0799
2552,0.6348,113980437,55901737,281,0.4905,54447432,257,0.4777,3631268,0,0.0319
2553,0.8056,144647637,63191059,262,0.4369,68628433,276,0.4745,12828145,0,0.0887
2554,0.7431,133423719,55943181,96,0.4193,77429034,442,0.5803,51504,0,0.0004
2555,0.7488,134444315,68193018,287,0.5072,66233342,251,0.4926,17955,0,0.0001
2556,0.6148,110389580,49097776,262,0.4448,48650133,276,0.4407,12641671,0,0.1145
2557,0.7445,133666707,64184586,262,0.4802,69482121,276,0.5198,0,0,0.0000
2558,0.7447,133725648,63829351,262,0.4773,64197660,276,0.4801,5698637,0,0.0426
2559,0.8006,143757744,69570965,262,0.4839,74134989,276,0.5157,51790,0,0.0004
2560,0.6507,116832720,58742867,358,0.5028,47223756,180,0.4042,10866097,0,0.0930
2561,0.7479,134284344,64149610,262,0.4777,63626581,276,0.4738,6508153,0,0.0485
2562,0.6271,112609761,56267417,310,0.4997,53210623,228,0.4725,3131721,0,0.0278
2563,0.8832,158569192,85921409,421,0.5419,62359417,117,0.3933,10288366,0,0.0649
2564,0.8139,146149824,78997675,358,0.5405,65835257,180,0.4505,1316892,0,0.0090
2565,0.8521,152990185,58866110,166,0.3848,76265410,372,0.4985,17858665,0,0.1167
2566,0.7240,129990139,66009940,310,0.5078,63250743,228,0.4866,729456,0,0.0056
2567,0.6859,123144114,58374303,262,0.4740,59688674,276,0.4847,5081137,0,0.0413
2568,0.8185,146953085,64551390,262,0.4393,70765847,276,0.4816,11635848,0,0.0792
2569,0.7386,132609716,58636662,166,0.4422,72833155,372,0.5492,1139899,0,0.0086
2570,0.6163,110663961,48744529,166,0.4405,61607341,372,0.5567,312091,0,0.0028
2571,0.8839,158691957,73601324,297,0.4638,70800860,241,0.4462,14289773,0,0.0900
2572,0.6914,124133708,59598542,262,0.4801,64491710,276,0.5195,43456,0,0.0004
2573,0.7093,127346800,52767777,166,0.4144,65806064,372,0.5167,8772959,0,0.0689
2574,0.6238,111999796,57098723,310,0.5098,54894104,228,0.4901,6969,0,0.0001
2575,0.7332,131642428,71947380,358,0.5465,59667488,180,0.4533,27560,0,0.0002
2576,0.8930,160330443,68917521,156,0.4298,91264642,382,0.5692,148280,0,0.0009
2577,0.7829,140552541,63353919,262,0.4507,68267254,276,0.4857,8931368,0,0.0635
2578,0.7960,142908621,70746365,354,0.4950,60234891,184,0.4215,11927365,0,0.0835
2579,0.8790,157828814,80191119,297,0.5081,77618831,241,0.4918,18864,0,0.0001
2580,0.8251,148148925,75008307,297,0.5063,72655937,241,0.4904,484681,0,0.0033
2581,0.6809,122264725,60856749,310,0.4977,58372713,228,0.4774,3035263,0,0.0248
2582,0.6881,123549692,51473253,193,0.4166,59582867,345,0.4823,12493572,0,0.1011
2583,0.7669,137696025,58882884,107,0.4276,78813141,431,0.5724,0,0,0.0000
2584,0.7872,141339358,56790205,193,0.4018,67767156,345,0.4795,16781997,0,0.1187
2585,0.8705,156288412,76492737,310,0.4894,72427662,228,0.4634,7368013,0,0.0471
2586,0.6378,114523192,58612887,349,0.5118,51200781,189,0.4471,4709524,0,0.0411
2587,0.7807,140169032,72650797,329,0.5183,67311214,209,0.4802,207021,0,0.0015
2588,0.7161,128557109,58164062,297,0.4524,56049616,241,0.4360,14343431,0,0.1116
2589,0.6617,118804083,57535167,262,0.4843,61268916,276,0.5157,0,0,0.0000
2590,0.8299,149001565,73297764,262,0.4919,75500018,276,0.5067,203783,0,0.0014
2591,0.8740,156925685,70213206,339,0.4474,63656599,199,0.4056,23055880,0,0.1469
2592,0.7520,135020421,66002607,262,0.4888,68740649,276,0.5091,277165,0,0.0021
2593,0.7257,130306050,62596173,262,0.4804,67371017,276,0.5170,338860,0,0.0026
2594,0.7717,138547872,57083452,166,0.4120,74663259,372,0.5389,6801161,0,0.0491
2595,0.6077,109121276,50262981,182,0.4606,58830097,356,0.5391,28198,0,0.0003
2596,0.8273,148531922,71574659,262,0.4819,76655374,276,0.5161,301889,0,0.0020
2597,0.6281,112785660,54179578,339,0.4804,49631059,199,0.4400,8975023,0,0.0796
2598,0.7674,137786851,59161761,166,0.4294,72354816,372,0.5251,6270274,0,0.0455
2599,0.7396,132793552,60320781,193,0.4542,69020099,345,0.5198,3452672,0,0.0260
2600,0.6915,124147829,57550613,193,0.4636,66328691,345,0.5343,268525,0,0.0022
2601,0.6013,107954392,44281714,166,0.4102,57622989,372,0.5338,6049689,0,0.0560
2602,0.6030,108271464,47816752,262,0.4416,51817407,276,0.4786,8637305,0,0.0798
2603,0.7851,140949812,69277943,281,0.4915,67573565,257,0.4794,4098304,0,0.0291
2604,0.8563,153740044,74463331,262,0.4843,77000026,276,0.5008,2276687,0,0.0148
2605,0.7088,127259310,52938157,166,0.4160,65356838,372,0.5136,8964315,0,0.0704
2606,0.6801,122113382,59951654,287,0.4910,58446001,251,0.4786,3715727,0,0.0304
2607,0.8223,147645830,72041041,262,0.4879,75409509,276,0.5107,195280,0,0.0013
2608,0.8592,154264680,75604929,262,0.4901,78659751,276,0.5099,0,0,0.0000
2609,0.6693,120174410,58589318,339,0.4875,53556240,199,0.4457,8028852,0,0.0668
2610,0.6249,112188913,48469540,166,0.4320,61574868,372,0.5488,2144505,0,0.0191
2611,0.8474,152161428,78027021,329,0.5128,72421548,209,0.4760,1712859,0,0.0113
2612,0.7463,133986602,68761779,339,0.5132,63130078,199,0.4712,2094745,0,0.0156
2613,0.6457,115941056,47750539,166,0.4119,59738422,372,0.5152,8452095,0,0.0729
2614,0.6602,118529540,53905819,262,0.4548,58306674,276,0.4919,6317047,0,0.0533
2615,0.7485,134396608,59011113,193,0.4391,69536506,345,0.5174,5848989,0,0.0435
2616,0.7319,131418437,70339682,354,0.5352,61078755,184,0.4648,0,0,0.0000
2617,0.6907,124013305,52363917,166,0.4222,64784511,372,0.5224,6864877,0,0.0554
2618,0.6704,120365510,58078459,262,0.4825,62287051,276,0.5175,0,0,0.0000
2619,0.7311,131276037,64670491,262,0.4926,66605546,276,0.5074,0,0,0.0000
2620,0.7847,140909555,65645471,256,0.4659,72655521,282,0.5156,2608563,0,0.0185
2621,0.8920,160167495,75056165,193,0.4686,85095564,345,0.5313,15766,0,0.0001
2622,0.6150,110429278,59763382,358,0.5412,48408404,180,0.4384,2257492,0,0.0204
2623,0.7531,135213380,63131366,310,0.4669,59819218,228,0.4424,12262796,0,0.0907
2624,0.6478,116307576,54284305,193,0.4667,61981764,345,0.5329,41507,0,0.0004
2625,0.8256,148244777,70555917,256,0.4759,77653643,282,0.5238,35217,0,0.0002
2626,0.8745,157007425,69597829,262,0.4433,73086209,276,0.4655,14323387,0,0.0912
2627,0.7638,137150813,73421763,354,0.5353,63697998,184,0.4644,31052,0,0.0002
2628,0.6043,108507598,50450839,262,0.4650,52386765,276,0.4828,5669994,0,0.0523
2629,0.8485,152340832,76961807,297,0.5052,74323391,241,0.4879,1055634,0,0.0069
2630,0.6629,119017333,54924907,262,0.4615,57552496,276,0.4836,6539930,0,0.0549
2631,0.7134,128087115,63451735,262,0.4954,63996841,276,0.4996,638539,0,0.0050
2632,0.8551,153526068,69640633,166,0.4536,83879656,372,0.5464,5779,0,0.0000
2633,0.7575,136004989,59072133,156,0.4343,76925961,382,0.5656,6895,0,0.0001
2634,0.6585,118234623,57734211,262,0.4883,57235783,276,0.4841,3264629,0,0.0276
2635,0.8266,148406525,75764727,329,0.5105,70502627,209,0.4751,2139171,0,0.0144
2636,0.8200,147228230,73966915,339,0.5024,67727850,199,0.4600,5533465,0,0.0376
2637,0.8132,146019986,68126854,193,0.4666,77660712,345,0.5318,232420,0,0.0016
2638,0.7170,128749246,60179365,262,0.4674,61469438,276,0.4774,7100443,0,0.0551
2639,0.7815,140312830,70012381,354,0.4990,59575973,184,0.4246,10724476,0,0.0764
2640,0.8778,157600216,74591392,262,0.4733,74385368,276,0.4720,8623456,0,0.0547
2641,0.8160,146510486,61030372,262,0.4166,67565381,276,0.4612,17914733,0,0.1223
2642,0.7879,141464262,55023789,166,0.3890,71880463,372,0.5081,14560010,0,0.1029
2643,0.6689,120096491,62520979,339,0.5206,57544706,199,0.4792,30806,0,0.0003
2644,0.6121,109892509,52785267,262,0.4803,57107242,276,0.5197,0,0,0.0000
2645,0.6837,122762391,61135994,349,0.4980,53687119,189,0.4373,7939278,0,0.0647
2646,0.6891,123713686,55201954,226,0.4462,61367628,312,0.4960,7144104,0,0.0577
2647,0.8847,158852944,79859174,262,0.5027,78993770,276,0.4973,0,0,0.0000
2648,0.6647,119346723,50153632,166,0.4202,62037090,372,0.5198,7156001,0,0.0600
2649,0.6791,121922388,63090337,329,0.5175,58739593,209,0.4818,92458,0,0.0008
2650,0.6618,118832199,57790086,262,0.4863,59283847,276,0.4989,1758266,0,0.0148
2651,0.6347,113948882,48220219,262,0.4232,51406734,276,0.4511,14321929,0,0.1257
2652,0.8001,143663848,63829419,166,0.4443,79789120,372,0.5554,45309,0,0.0003
2653,0.7869,141284122,68131488,262,0.4822,73088487,276,0.5173,64147,0,0.0005
