Round,Turnout Percent,Total Votes,Republican Votes,Republican Electoral Votes,Republican Vote Percent,Democrat Votes,Democrat Electoral Votes,Democrat Vote Percent,Independent Votes,Independent Electoral Votes,Independent Vote Percent
710,0.6871,123361523,58423933,226,0.4736,64903003,312,0.5261,34587,0,0.0003
711,0.6877,123482569,65879071,354,0.5335,57582959,184,0.4663,20539,0,0.0002
712,0.8264,148373521,73688004,349,0.4966,64288960,189,0.4333,10396557,0,0.0701
713,0.7539,135368896,62211217,349,0.4596,53997780,189,0.3989,19159899,0,0.1415
714,0.8275,148565323,61663214,166,0.4151,77903356,372,0.5244,8998753,0,0.0606
715,0.7947,142683468,66311753,193,0.4647,76371715,345,0.5353,0,0,0.0000
716,0.8898,159752758,79743159,262,0.4992,79973135,276,0.5006,36464,0,0.0002
717,0.7426,133324804,67035416,262,0.5028,66289388,276,0.4972,0,0,0.0000
718,0.8169,146680140,67395714,193,0.4595,77927127,345,0.5313,1357299,0,0.0093
719,0.7029,126199893,49009450,262,0.3883,52892092,276,0.4191,24298351,0,0.1925
720,0.7406,132975969,70410076,358,0.5295,56562208,180,0.4254,6003685,0,0.0451
721,0.7685,137979230,55747937,92,0.4040,81423763,446,0.5901,807530,0,0.0059
722,0.8039,144335748,68364322,262,0.4736,70999801,276,0.4919,4971625,0,0.0344
723,0.7857,141085061,73810510,354,0.5232,63088463,184,0.4472,4186088,0,0.0297
724,0.7886,141594518,68815689,262,0.4860,72757295,276,0.5138,21534,0,0.0002
725,0.6737,120960729,57659402,226,0.4767,63301327,312,0.5233,0,0,0.0000
726,0.6608,118644704,55650872,193,0.4691,62993832,345,0.5309,0,0,0.0000
727,0.6315,113383058,58806548,354,0.5187,50709752,184,0.4472,3866758,0,0.0341
728,0.6590,118320370,58042546,262,0.4906,59152222,276,0.4999,1125602,0,0.0095
729,0.7837,140710865,60294244,156,0.4285,80400851,382,0.5714,15770,0,0.0001
730,0.7331,131623647,66009233,262,0.5015,65540397,276,0.4979,74017,0,0.0006
731,0.7343,131845946,59711416,166,0.4529,70279758,372,0.5330,1854772,0,0.0141
732,0.6316,113398058,61410311,358,0.5415,51987747,180,0.4585,0,0,0.0000
733,0.6438,115604377,59212155,349,0.5122,52266122,189,0.4521,4126100,0,0.0357
734,0.6774,121630742,60356148,262,0.4962,59621168,276,0.4902,1653426,0,0.0136
735,0.6968,125114021,54495493,209,0.4356,61373274,329,0.4905,9245254,0,0.0739
736,0.6566,117890885,55481635,193,0.4706,62395890,345,0.5293,13360,0,0.0001
737,0.8552,153562432,69713793,166,0.4540,83185196,372,0.5417,663443,0,0.0043
738,0.8424,151248982,71899349,281,0.4754,70029220,257,0.4630,9320413,0,0.0616
739,0.6882,123558062,55002012,166,0.4452,65916015,372,0.5335,2640035,0,0.0214
740,0.8234,147837713,72751458,262,0.4921,75086255,276,0.5079,0,0,0.0000
741,0.8193,147097045,80756529,358,0.5490,66294812,180,0.4507,45704,0,0.0003
742,0.7844,140834371,64187056,256,0.4558,70606532,282,0.5013,6040783,0,0.0429
743,0.8200,147225103,67572409,262,0.4590,68325864,276,0.4641,11326830,0,0.0769
744,0.7709,138403656,70050919,287,0.5061,68328214,251,0.4937,24523,0,0.0002
745,0.7913,142083859,76164216,354,0.5361,65916710,184,0.4639,2933,0,0.0000
746,0.7744,139042897,69253820,262,0.4981,69767588,276,0.5018,21489,0,0.0002
747,0.7321,131457478,67559599,358,0.5139,54254689,180,0.4127,9643190,0,0.0734
748,0.7239,129976027,51430835,166,0.3957,61883006,372,0.4761,16662186,0,0.1282
749,0.6326,113587492,50770812,262,0.4470,51950706,276,0.4574,10865974,0,0.0957
750,0.7664,137606637,70123690,349,0.5096,61986008,189,0.4505,5496939,0,0.0399
751,0.8664,155559032,79925109,366,0.5138,63439300,172,0.4078,12194623,0,0.0784
752,0.7987,143408506,71076098,354,0.4956,61104216,184,0.4261,11228192,0,0.0783
753,0.7023,126098996,60501201,262,0.4798,65559679,276,0.5199,38116,0,0.0003
754,0.6629,119011562,55496122,193,0.4663,62101450,345,0.5218,1413990,0,0.0119
755,0.6042,108485243,52822271,262,0.4869,53856588,276,0.4964,1806384,0,0.0167
756,0.8363,150129107,73980734,262,0.4928,73972998,276,0.4927,2175375,0,0.0145
757,0.8975,161136854,75738147,329,0.4700,69639251,209,0.4322,15759456,0,0.0978
758,0.7093,127339333,61018138,281,0.4792,59370985,257,0.4662,6950210,0,0.0546
759,0.7150,128358149,58059446,166,0.4523,70269579,372,0.5474,29124,0,0.0002
760,0.7283,130771403,69358867,349,0.5304,61389681,189,0.4694,22855,0,0.0002
761,0.6966,125079247,55735903,166,0.4456,69343344,372,0.5544,0,0,0.0000
762,0.6504,116785952,55386035,262,0.4743,59978112,276,0.5136,1421805,0,0.0122
763,0.8812,158228955,68851480,166,0.4351,84235630,372,0.5324,5141845,0,0.0325
764,0.7282,130740593,50343996,166,0.3851,63922681,372,0.4889,16473916,0,0.1260
765,0.7095,127396879,50016386,262,0.3926,54575111,276,0.4284,22805382,0,0.1790
766,0.6045,108533273,63980225,425,0.5895,42892901,113,0.3952,1660147,0,0.0153
767,0.6099,109498585,56496899,329,0.5160,53001686,209,0.4840,0,0,0.0000
768,0.7637,137112102,65835299,262,0.4802,70828068,276,0.5166,448735,0,0.0033
769,0.7751,139176894,69992604,262,0.5029,69158416,276,0.4969,25874,0,0.0002
770,0.6171,110808999,53599628,262,0.4837,57189796,276,0.5161,19575,0,0.0002
771,0.7457,133897828,61129850,262,0.4565,66199580,276,0.4944,6568398,0,0.0491
772,0.6407,115022863,54374144,256,0.4727,60051428,282,0.5221,597291,0,0.0052
773,0.7011,125879447,59336099,193,0.4714,66543348,345,0.5286,0,0,0.0000
774,0.8661,155511961,76747170,329,0.4935,71319068,209,0.4586,7445723,0,0.0479
775,0.6169,110761268,58778585,354,0.5307,49818563,184,0.4498,2164120,0,0.0195
776,0.8926,160271030,83315784,354,0.5198,72968807,184,0.4553,3986439,0,0.0249
777,0.8147,146284091,68538207,193,0.4685,77742307,345,0.5314,3577,0,0.0000
778,0.8907,159919508,75675518,262,0.4732,76509935,276,0.4784,7734055,0,0.0484
779,0.7130,128010770,65246923,339,0.5097,59566424,199,0.4653,3197423,0,0.0250
780,0.7974,143174525,57829254,83,0.4039,85313755,455,0.5959,31516,0,0.0002
781,0.6056,108737341,51508976,262,0.4737,53295634,276,0.4901,3932731,0,0.0362
782,0.8973,161105542,78906800,354,0.4898,66988103,184,0.4158,15210639,0,0.0944
783,0.6523,117125318,54819436,193,0.4680,62305882,345,0.5320,0,0,0.0000
784,0.6055,108698652,56376834,349,0.5187,50028794,189,0.4603,2293024,0,0.0211
785,0.6340,113827068,44659819,166,0.3923,55979847,372,0.4918,13187402,0,0.1159
786,0.8235,147852929,72129375,262,0.4878,75648567,276,0.5116,74987,0,0.0005
787,0.6858,123132020,53869621,262,0.4375,58851419,276,0.4780,10410980,0,0.0846
788,0.7568,135873198,64499979,226,0.4747,71345015,312,0.5251,28204,0,0.0002
789,0.7629,136971978,70111008,349,0.5119,63507864,189,0.4637,3353106,0,0.0245
790,0.8275,148587702,71002726,262,0.4779,76913936,276,0.5176,671040,0,0.0045
791,0.6092,109393539,53402708,262,0.4882,55977582,276,0.5117,13249,0,0.0001
792,0.6720,120659855,54906133,166,0.4550,65753722,372,0.5450,0,0,0.0000
793,0.6742,121041384,61386511,297,0.5072,59654873,241,0.4928,0,0,0.0000
794,0.8037,144293342,64233385,166,0.4452,79863566,372,0.5535,196391,0,0.0014
795,0.6954,124863529,57685183,262,0.4620,57347492,276,0.4593,9830854,0,0.0787
796,0.7679,137870870,66903371,314,0.4853,63069316,224,0.4575,7898183,0,0.0573
797,0.7199,129251176,62657601,287,0.4848,60867819,251,0.4709,5725756,0,0.0443
798,0.8216,147520063,82059856,392,0.5563,61694356,146,0.4182,3765851,0,0.0255
799,0.6357,114149693,54907400,262,0.4810,54336914,276,0.4760,4905379,0,0.0430
800,0.8875,159348637,66878941,156,0.4197,88404814,382,0.5548,4064882,0,0.0255
801,0.6680,119933718,53036023,226,0.4422,59293080,312,0.4944,7604615,0,0.0634
802,0.8051,144553615,66839312,193,0.4624,77693089,345,0.5375,21214,0,0.0001
803,0.6970,125148795,55527347,262,0.4437,54428554,276,0.4349,15192894,0,0.1214
804,0.8139,146142398,73852025,314,0.5053,69855084,224,0.4780,2435289,0,0.0167
805,0.6307,113246396,51133439,166,0.4515,62098708,372,0.5484,14249,0,0.0001
806,0.8655,155408973,72783151,262,0.4683,73641703,276,0.4739,8984119,0,0.0578
807,0.7347,131911402,57513141,193,0.4360,66088789,345,0.5010,8309472,0,0.0630
808,0.7077,127070509,52395605,166,0.4123,67599958,372,0.5320,7074946,0,0.0557
809,0.8431,151380213,70829050,193,0.4679,80544025,345,0.5321,7138,0,0.0000
810,0.6830,122616223,57448001,262,0.4685,60459033,276,0.4931,4709189,0,0.0384
811,0.7872,141343547,64367196,310,0.4554,61074198,228,0.4321,15902153,0,0.1125
812,0.6410,115083798,51812495,310,0.4502,49277559,228,0.4282,13993744,0,0.1216
813,0.8262,148347825,69846324,262,0.4708,73730052,276,0.4970,4771449,0,0.0322
814,0.7678,137862658,68878631,354,0.4996,58250904,184,0.4225,10733123,0,0.0779
815,0.6643,119281767,56171477,193,0.4709,63086028,345,0.5289,24262,0,0.0002
816,0.7527,135153141,66828090,287,0.4945,65015987,251,0.4811,3309064,0,0.0245
817,0.8280,148669348,71336840,262,0.4798,71683300,276,0.4822,5649208,0,0.0380
818,0.6528,117201919,45646600,226,0.3895,51799541,312,0.4420,19755778,0,0.1686
819,0.6313,113366614,61041574,354,0.5384,52310133,184,0.4614,14907,0,0.0001
820,0.7848,140900224,57749186,156,0.4099,77916691,382,0.5530,5234347,0,0.0371
821,0.8597,154359027,69462668,193,0.4500,81229971,345,0.5262,3666388,0,0.0238
822,0.6706,120391299,58573399,262,0.4865,61817900,276,0.5135,0,0,0.0000
823,0.7386,132614405,62581540,226,0.4719,69261589,312,0.5223,771276,0,0.0058
824,0.7254,130250731,67091906,314,0.5151,63134775,224,0.4847,24050,0,0.0002
825,0.7278,130661863,65316173,314,0.4999,61361355,224,0.4696,3984335,0,0.0305
826,0.8084,145135946,70182099,262,0.4836,74928589,276,0.5163,25258,0,0.0002
827,0.7147,128320050,63851574,262,0.4976,64146117,276,0.4999,322359,0,0.0025
828,0.7727,138730488,70976563,339,0.5116,65087739,199,0.4692,2666186,0,0.0192
829,0.6363,114243831,55269904,310,0.4838,53013382,228,0.4640,5960545,0,0.0522
830,0.7592,136316952,65174917,262,0.4781,63856040,276,0.4684,7285995,0,0.0534
831,0.6788,121875237,54650493,166,0.4484,67222948,372,0.5516,1796,0,0.0000
832,0.8907,159919703,79223928,354,0.4954,67531642,184,0.4223,13164133,0,0.0823
833,0.8521,152998078,83144823,358,0.5434,69853255,180,0.4566,0,0,0.0000
834,0.7565,135815864,62109704,262,0.4573,66600211,276,0.4904,7105949,0,0.0523
835,0.8904,159872044,70777501,262,0.4427,76179065,276,0.4765,12915478,0,0.0808
836,0.6543,117484731,60266362,354,0.5130,51054503,184,0.4346,6163866,0,0.0525
837,0.7994,143523667,63985943,262,0.4458,63731555,276,0.4440,15806169,0,0.1101
838,0.8601,154437304,61478998,166,0.3981,73866918,372,0.4783,19091388,0,0.1236
839,0.7879,141457518,62356072,166,0.4408,74319929,372,0.5254,4781517,0,0.0338
840,0.6525,117157698,63769995,358,0.5443,51736923,180,0.4416,1650780,0,0.0141
841,0.8438,151482998,83491043,366,0.5512,67963326,172,0.4487,28629,0,0.0002
842,0.8045,144445176,58017264,166,0.4017,71159331,372,0.4926,15268581,0,0.1057
843,0.8298,148981808,66782190,193,0.4483,78217736,345,0.5250,3981882,0,0.0267
844,0.6660,119577333,62617667,358,0.5237,51740582,180,0.4327,5219084,0,0.0436
845,0.6753,121247767,58328315,262,0.4811,62919452,276,0.5189,0,0,0.0000
846,0.7694,138141266,67317914,339,0.4873,61525347,199,0.4454,9298005,0,0.0673
847,0.8686,155941803,66057659,166,0.4236,84547087,372,0.5422,5337057,0,0.0342
848,0.6135,110146679,53600573,366,0.4866,41954511,172,0.3809,14591595,0,0.1325
849,0.7234,129875830,62095352,262,0.4781,63215708,276,0.4867,4564770,0,0.0351
850,0.7920,142214311,67850142,262,0.4771,74327779,276,0.5226,36390,0,0.0003
851,0.7253,130212871,55898264,193,0.4293,64437626,345,0.4949,9876981,0,0.0759
852,0.8794,157901139,76316332,262,0.4833,81459205,276,0.5159,125602,0,0.0008
853,0.7108,127630080,59973325,281,0.4699,58631178,257,0.4594,9025577,0,0.0707
854,0.6912,124103928,53858610,262,0.4340,56233774,276,0.4531,14011544,0,0.1129
855,0.8765,157378365,70825109,262,0.4500,71820530,276,0.4564,14732726,0,0.0936
856,0.7989,143428969,63995911,166,0.4462,76761657,372,0.5352,2671401,0,0.0186
857,0.7019,126012366,62543727,329,0.4963,58204912,209,0.4619,5263727,0,0.0418
858,0.6570,117957234,49942128,166,0.4234,62801245,372,0.5324,5213861,0,0.0442
859,0.8901,159804687,72530712,262,0.4539,77245401,276,0.4834,10028574,0,0.0628
860,0.7982,143308320,62143849,166,0.4336,77538524,372,0.5411,3625947,0,0.0253
861,0.7736,138893866,61748584,193,0.4446,72049508,345,0.5187,5095774,0,0.0367
862,0.8403,150868422,71727338,210,0.4754,79141084,328,0.5246,0,0,0.0000
863,0.7205,129357513,56802002,166,0.4391,72485792,372,0.5604,69719,0,0.0005
864,0.8302,149055519,76076815,354,0.5104,66120215,184,0.4436,6858489,0,0.0460
865,0.7581,136115303,73190041,354,0.5377,62886517,184,0.4620,38745,0,0.0003
866,0.8787,157770776,80631240,310,0.5111,76852912,228,0.4871,286624,0,0.0018
867,0.6035,108368441,46136878,116,0.4257,62191808,422,0.5739,39755,0,0.0004
868,0.6200,111327265,56064851,354,0.5036,48157943,184,0.4326,7104471,0,0.0638
869,0.7476,134233606,65243031,349,0.4860,58624318,189,0.4367,10366257,0,0.0772
870,0.8410,151003178,83062298,380,0.5501,66718193,158,0.4418,1222687,0,0.0081
871,0.8626,154876042,74691886,349,0.4823,65780149,189,0.4247,14404007,0,0.0930
872,0.8084,145151242,69204634,226,0.4768,75946608,312,0.5232,0,0,0.0000
873,0.8627,154890499,73644315,262,0.4755,74272834,276,0.4795,6973350,0,0.0450
874,0.6727,120785141,57583520,354,0.4767,49713479,184,0.4116,13488142,0,0.1117
875,0.8376,150379533,85739581,414,0.5702,64465341,124,0.4287,174611,0,0.0012
876,0.6078,109122139,52951322,310,0.4852,50360447,228,0.4615,5810370,0,0.0532
877,0.7246,130090674,66456166,310,0.5108,63617034,228,0.4890,17474,0,0.0001
878,0.8078,145040985,67973787,193,0.4687,77038838,345,0.5312,28360,0,0.0002
879,0.8530,153151610,77639908,297,0.5069,75313206,241,0.4918,198496,0,0.0013
880,0.7640,137172786,54279048,226,0.3957,61562133,312,0.4488,21331605,0,0.1555
881,0.8580,154037533,79242149,314,0.5144,74795384,224,0.4856,0,0,0.0000
882,0.8366,150207384,62606259,107,0.4168,86103625,431,0.5732,1497500,0,0.0100
883,0.7440,133577995,62756147,349,0.4698,56206241,189,0.4208,14615607,0,0.1094
884,0.6140,110233156,43496797,193,0.3946,51347953,345,0.4658,15388406,0,0.1396
885,0.7278,130679529,55542379,262,0.4250,59751722,276,0.4572,15385428,0,0.1177
886,0.8370,150297263,66221976,193,0.4406,76238305,345,0.5073,7836982,0,0.0521
887,0.8109,145600299,71015528,262,0.4877,73373868,276,0.5039,1210903,0,0.0083
888,0.8162,146544320,73758167,339,0.5033,67875023,199,0.4632,4911130,0,0.0335
889,0.6410,115083570,60674619,354,0.5272,52222305,184,0.4538,2186646,0,0.0190
890,0.8792,157856401,70519939,166,0.4467,87088632,372,0.5517,247830,0,0.0016
891,0.6263,112440728,57195283,310,0.5087,54765501,228,0.4871,479944,0,0.0043
892,0.6414,115164805,53935668,262,0.4683,52948190,276,0.4598,8280947,0,0.0719
893,0.6121,109895479,50238837,262,0.4572,53776471,276,0.4893,5880171,0,0.0535
894,0.8789,157798831,70190989,166,0.4448,87607842,372,0.5552,0,0,0.0000
895,0.7858,141075666,64614600,166,0.4580,76430123,372,0.5418,30943,0,0.0002
896,0.7165,128647322,55120403,193,0.4285,65263838,345,0.5073,8263081,0,0.0642
897,0.7219,129617223,64921256,329,0.5009,60184765,209,0.4643,4511202,0,0.0348
898,0.7104,127561383,63040870,287,0.4942,61515508,251,0.4822,3005005,0,0.0236
899,0.8998,161553149,68583220,156,0.4245,92056305,382,0.5698,913624,0,0.0057
900,0.6900,123882158,60988278,262,0.4923,62212724,276,0.5022,681156,0,0.0055
901,0.7345,131888065,65972654,262,0.5002,65421856,276,0.4960,493555,0,0.0037
902,0.6903,123934388,66654872,354,0.5378,57268302,184,0.4621,11214,0,0.0001
903,0.7624,136896312,66854167,262,0.4884,70042145,276,0.5116,0,0,0.0000
904,0.6973,125178914,49173863,193,0.3928,56177409,345,0.4488,19827642,0,0.1584
905,0.8979,161205046,71927294,262,0.4462,77060635,276,0.4780,12217117,0,0.0758
906,0.6241,112062358,49173324,193,0.4388,56131494,345,0.5009,6757540,0,0.0603
907,0.6807,122218530,60720287,262,0.4968,61498243,276,0.5032,0,0,0.0000
908,0.7875,141406712,71847001,354,0.5081,61809802,184,0.4371,7749909,0,0.0548
909,0.7403,132934404,59199821,166,0.4453,73654787,372,0.5541,79796,0,0.0006
910,0.8077,145026936,69606867,349,0.4800,61857737,189,0.4265,13562332,0,0.0935
911,0.6762,121410336,64477122,354,0.5311,56933214,184,0.4689,0,0,0.0000
912,0.7783,139744553,78457121,421,0.5614,57579292,117,0.4120,3708140,0,0.0265
913,0.7128,127981797,57392143,256,0.4484,63413117,282,0.4955,7176537,0,0.0561
914,0.8154,146409535,66830062,166,0.4565,79561075,372,0.5434,18398,0,0.0001
915,0.8054,144604069,52008237,96,0.3597,74789848,442,0.5172,17805984,0,0.1231
916,0.8170,146700005,76892217,349,0.5241,69734387,189,0.4754,73401,0,0.0005
917,0.8240,147952101,68345162,262,0.4619,71411297,276,0.4827,8195642,0,0.0554
918,0.8843,158771817,87074362,358,0.5484,71564623,180,0.4507,132832,0,0.0008
919,0.6510,116886435,56030981,262,0.4794,60822833,276,0.5204,32621,0,0.0003
920,0.8406,150929048,58698105,166,0.3889,78883487,372,0.5227,13347456,0,0.0884
921,0.6846,122914580,61502305,262,0.5004,60708532,276,0.4939,703743,0,0.0057
922,0.8973,161111475,74720701,193,0.4638,86390774,345,0.5362,0,0,0.0000
923,0.8012,143858808,69454180,262,0.4828,74404628,276,0.5172,0,0,0.0000
924,0.6485,116438780,57645620,349,0.4951,51431085,189,0.4417,7362075,0,0.0632
925,0.8909,159973469,81091590,297,0.5069,78678640,241,0.4918,203239,0,0.0013
926,0.8408,150962374,74255545,262,0.4919,76681152,276,0.5079,25677,0,0.0002
927,0.8422,151231628,62406444,166,0.4127,79299808,372,0.5244,9525376,0,0.0630
928,0.7722,138636777,69930314,281,0.5044,68629023,257,0.4950,77440,0,0.0006
929,0.6069,108967773,50648551,193,0.4648,58296384,345,0.5350,22838,0,0.0002
930,0.7867,141250141,71466943,354,0.5060,61498630,184,0.4354,8284568,0,0.0587
931,0.6831,122644221,51820962,166,0.4225,62926485,372,0.5131,7896774,0,0.0644
932,0.7071,126945621,60606557,339,0.4774,55246352,199,0.4352,11092712,0,0.0874
933,0.8021,144013758,70810976,349,0.4917,63805653,189,0.4431,9397129,0,0.0653
934,0.8559,153672211,77534265,281,0.5045,76096497,257,0.4952,41449,0,0.0003
935,0.7426,133323753,67288951,297,0.5047,65208884,241,0.4891,825918,0,0.0062
936,0.7615,136717764,63388507,262,0.4636,62886949,276,0.4600,10442308,0,0.0764
937,0.6503,116758329,52462328,166,0.4493,63049425,372,0.5400,1246576,0,0.0107
938,0.7081,127140106,65960642,339,0.5188,61179464,199,0.4812,0,0,0.0000
939,0.8675,155761515,66956055,193,0.4299,77398455,345,0.4969,11407005,0,0.0732
940,0.6515,116985347,62529424,358,0.5345,51566450,180,0.4408,2889473,0,0.0247
941,0.8128,145930736,70461067,262,0.4828,75423017,276,0.5168,46652,0,0.0003
942,0.6121,109909710,53415803,262,0.4860,56493907,276,0.5140,0,0,0.0000
943,0.7391,132717281,55825032,156,0.4206,74171763,382,0.5589,2720486,0,0.0205
944,0.7729,138766996,54871902,166,0.3954,69453339,372,0.5005,14441755,0,0.1041
945,0.7282,130745073,66871760,354,0.5115,58082888,184,0.4442,5790425,0,0.0443
946,0.6274,112643968,52285968,262,0.4642,53931727,276,0.4788,6426273,0,0.0570
947,0.8214,147482027,71976240,339,0.4880,65900588,199,0.4468,9605199,0,0.0651
948,0.6977,125258547,66267423,380,0.5290,51679190,158,0.4126,7311934,0,0.0584
949,0.7241,130018309,57971685,166,0.4459,72041162,372,0.5541,5462,0,0.0000
950,0.6959,124962191,55770092,193,0.4463,64074643,345,0.5128,5117456,0,0.0410
951,0.8430,151369373,63757387,166,0.4212,82516745,372,0.5451,5095241,0,0.0337
952,0.7140,128189656,57117800,262,0.4456,57806892,276,0.4509,13264964,0,0.1035
953,0.7247,130119465,57938350,166,0.4453,69246858,372,0.5322,2934257,0,0.0226
954,0.8727,156689244,80556063,380,0.5141,63358089,158,0.4044,12775092,0,0.0815
955,0.7894,141744711,69707905,262,0.4918,72036073,276,0.5082,733,0,0.0000
956,0.7844,140826648,69838256,314,0.4959,65851930,224,0.4676,5136462,0,0.0365
957,0.7882,141527507,65045336,166,0.4596,76476879,372,0.5404,5292,0,0.0000
958,0.6958,124918327,62452366,262,0.4999,62445552,276,0.4999,20409,0,0.0002
959,0.8043,144411624,69590767,262,0.4819,68853678,276,0.4768,5967179,0,0.0413
960,0.7872,141353061,74051521,349,0.5239,66063151,189,0.4674,1238389,0,0.0088
961,0.6060,108798531,51073202,256,0.4694,56453726,282,0.5189,1271603,0,0.0117
962,0.7011,125891806,60517634,349,0.4807,54592096,189,0.4336,10782076,0,0.0856
963,0.6695,120220184,50014829,193,0.4160,57554064,345,0.4787,12651291,0,0.1052
964,0.8486,152349730,74874911,262,0.4915,77368843,276,0.5078,105976,0,0.0007
965,0.7536,135310373,70728287,349,0.5227,64314112,189,0.4753,267974,0,0.0020
966,0.6779,121699586,67824371,421,0.5573,47949235,117,0.3940,5925980,0,0.0487
967,0.6517,117011040,51659239,166,0.4415,65340593,372,0.5584,11208,0,0.0001
968,0.8574,153939083,69781380,193,0.4533,81782072,345,0.5313,2375631,0,0.0154
969,0.7564,135823776,61160725,262,0.4503,65208787,276,0.4801,9454264,0,0.0696
970,0.7892,141697517,58064838,166,0.4098,76703781,372,0.5413,6928898,0,0.0489
971,0.7471,134142343,71619288,354,0.5339,62495756,184,0.4659,27299,0,0.0002
972,0.7668,137673226,65420446,193,0.4752,72252780,345,0.5248,0,0,0.0000
973,0.6017,108026134,48656650,262,0.4504,52386132,276,0.4849,6983352,0,0.0646
974,0.6847,122939082,63044430,380,0.5128,49158044,158,0.3999,10736608,0,0.0873
975,0.7932,142419862,79510882,380,0.5583,60791831,158,0.4268,2117149,0,0.0149
976,0.7502,134713058,66541964,262,0.4940,68171094,276,0.5060,0,0,0.0000
977,0.6589,118285171,49939871,262,0.4222,54689090,276,0.4623,13656210,0,0.1155
978,0.8685,155923012,86050927,380,0.5519,69872085,158,0.4481,0,0,0.0000
979,0.8940,160514730,75589096,262,0.4709,75457433,276,0.4701,9468201,0,0.0590
980,0.6838,122765607,56138485,166,0.4573,66627122,372,0.5427,0,0,0.0000
981,0.8069,144860280,71275753,339,0.4920,64723483,199,0.4468,8861044,0,0.0612
982,0.7569,135902649,58929769,166,0.4336,75446153,372,0.5551,1526727,0,0.0112
983,0.7058,126711147,56938489,166,0.4494,69682526,372,0.5499,90132,0,0.0007
984,0.6286,112869976,54688512,262,0.4845,54419956,276,0.4821,3761508,0,0.0333
985,0.6164,110669581,46027091,92,0.4159,64642490,446,0.5841,0,0,0.0000
986,0.6189,111119141,53740837,262,0.4836,57378304,276,0.5164,0,0,0.0000
987,0.7646,137287365,65671662,262,0.4784,67260962,276,0.4899,4354741,0,0.0317
988,0.7283,130764287,57520812,262,0.4399,62799779,276,0.4803,10443696,0,0.0799
989,0.6199,111299881,53079161,262,0.4769,53984058,276,0.4850,4236662,0,0.0381
990,0.8715,156471764,73262352,262,0.4682,74559425,276,0.4765,8649987,0,0.0553
991,0.6762,121414356,61883408,310,0.5097,59090289,228,0.4867,440659,0,0.0036
992,0.6465,116084878,60381730,339,0.5202,55681899,199,0.4797,21249,0,0.0002
993,0.6052,108664732,48754914,262,0.4487,49502924,276,0.4556,10406894,0,0.0958
994,0.7800,140048513,70684608,262,0.5047,69363905,276,0.4953,0,0,0.0000
995,0.7616,136744298,70405775,314,0.5149,66314971,224,0.4850,23552,0,0.0002
996,0.7779,139666464,61176116,262,0.4380,61414966,276,0.4397,17075382,0,0.1223
997,0.6382,114586715,48844355,107,0.4263,65742360,431,0.5737,0,0,0.0000
998,0.7802,140097155,54944192,166,0.3922,71897573,372,0.5132,13255390,0,0.0946
999,0.7224,129705851,54631173,166,0.4212,66172041,372,0.5102,8902637,0,0.0686
1000,0.6931,124434477,63624213,310,0.5113,60810264,228,0.4887,0,0,0.0000
1001,0.8177,146823248,58513204,96,0.3985,82096781,442,0.5592,6213263,0,0.0423
1002,0.6793,121974332,54983922,166,0.4508,66990410,372,0.5492,0,0,0.0000
1003,0.7407,132995087,67010040,349,0.5039,60748122,189,0.4568,5236925,0,0.0394
1004,0.8602,154459813,73573197,262,0.4763,72352680,276,0.4684,8533936,0,0.0553
1005,0.6941,124623798,60660038,262,0.4867,61454664,276,0.4931,2509096,0,0.0201
1006,0.8060,144708240,75214071,380,0.5198,57875562,158,0.3999,11618607,0,0.0803
1007,0.8715,156475917,85008052,358,0.5433,71406269,180,0.4563,61596,0,0.0004
1008,0.8752,157132208,75409874,262,0.4799,81722334,276,0.5201,0,0,0.0000
1009,0.6909,124052113,62927209,297,0.5073,60870996,241,0.4907,253908,0,0.0020
1010,0.7319,131431152,58397443,166,0.4443,71116698,372,0.5411,1917011,0,0.0146
1011,0.8131,145995727,69982170,262,0.4793,73914760,276,0.5063,2098797,0,0.0144
1012,0.6365,114291557,51321822,193,0.4490,59391103,345,0.5196,3578632,0,0.0313
1013,0.7897,141782156,52301845,83,0.3689,80684137,455,0.5691,8796174,0,0.0620
1014,0.8996,161529497,79001067,262,0.4891,82518186,276,0.5109,10244,0,0.0001
1015,0.8488,152391408,64640879,262,0.4242,71235396,276,0.4675,16515133,0,0.1084
1016,0.7608,136601463,58542499,156,0.4286,78022066,382,0.5712,36898,0,0.0003
1017,0.7861,141147527,71084372,262,0.5036,70055550,276,0.4963,7605,0,0.0001
1018,0.7233,129872039,65167180,262,0.5018,63967827,276,0.4925,737032,0,0.0057
1019,0.8624,154844555,71675352,262,0.4629,74895404,276,0.4837,8273799,0,0.0534
1020,0.7421,133249464,72181351,358,0.5417,61068113,180,0.4583,0,0,0.0000
1021,0.6170,110772363,50097557,166,0.4523,60655109,372,0.5476,19697,0,0.0002
1022,0.6153,110473819,53270826,314,0.4822,50497643,224,0.4571,6705350,0,0.0607
1023,0.7360,132143966,69158027,349,0.5234,62490232,189,0.4729,495707,0,0.0038
1024,0.6074,109057897,53047155,262,0.4864,52231791,276,0.4789,3778951,0,0.0347
1025,0.7379,132480897,57952514,262,0.4374,60301398,276,0.4552,14226985,0,0.1074
1026,0.8167,146630593,65193149,166,0.4446,79655712,372,0.5432,1781732,0,0.0122
1027,0.7496,134596406,67619369,297,0.5024,65443088,241,0.4862,1533949,0,0.0114
